diet89291,Kumquat,100,g
diet89291,Lychee,100,g
diet89291,Mixed nuts,100,g
diet89291,Orange,100,g
diet89291,Papaya,100,g
diet89291,Peach,100,g
diet89291,Pear,100,g
diet89291,Pepper banana,100,g
diet89291,Pie fried,100,g
diet89291,Pineapple,100,g
diet89291,Plum,100,g
diet89291,Pretzels,200,g
diet89291,Radicchio,100,g
diet89291,Radish,100,g
diet89291,Rice Flakes,100,g
diet89291,Salsa,100,g
diet89291,Soft drink,100,g
diet89291,Soup cream of,200,g
diet89291,Sprouts,100,g
diet89291,Stew,100,g
diet89291,Sweet potato,100,g
diet89291,Tamarind,100,g
diet89291,Turnip,100,g
diet89291,Watercress,100,g
diet92667,Apricot,100,g
diet92667,Beet greens,100,g
diet92667,Bologna,100,g
diet92667,Breakfast bar,100,g
diet92667,Broccoli raab,200,g
diet92667,Cashew nuts,100,g
diet92667,Collards,200,g
diet92667,Fruit juice,100,g
diet92667,Gin,100,g
diet92667,Ice cream,100,g
diet92667,Juneberry,200,g
diet92667,Leek,200,g
diet92667,Lettuce,200,g
diet92667,Lo mein,100,g
diet92667,Lychee,200,g
diet92667,Meat,100,g
diet92667,Mixed nuts,100,g
diet92667,Nectarine,100,g
diet92667,Passion fruit,100,g
diet92667,Peach,100,g
diet92667,Peanuts,100,g
diet92667,Pie,100,g
diet92667,Protein powder,100,g
diet92667,Pudding,100,g
diet92667,Radicchio,100,g
diet92667,Raw vegetable,100,g
diet92667,Rhubarb,200,g
diet92667,Rice Flakes,200,g
diet92667,Rice fried,100,g
diet92667,Salsa,200,g
diet92667,Soup cream of,100,g
diet92667,Stew,200,g
diet92667,Sugar,100,g
diet92667,Tangelo,100,g
diet92667,Tomato soup,200,g
diet92667,Vodka,100,g
diet92667,Whiskey,100,g
diet93064,Avocado,100,g
diet93064,Bean soup,100,g
diet93064,Beer,100,g
diet93064,Beets,100,g
diet93064,Breakfast bar,100,g
diet93064,Broccoflower,200,g
diet93064,Cabbage green,100,g
diet93064,Candy,100,g
diet93064,Carrots,100,g
diet93064,Cauliflower,100,g
diet93064,Chex cereal,100,g
diet93064,Collards,300,g
diet93064,Cookie,100,g
diet93064,Corn flakes,100,g
diet93064,Fennel bulb,100,g
diet93064,Fruit nectar,100,g
diet93064,Fruit Rings,100,g
diet93064,Gin,100,g
diet93064,Grapefruit,100,g
diet93064,Kumquat,100,g
diet93064,Lettuce,100,g
diet93064,Mango,100,g
diet93064,Meat,100,g
diet93064,Muffin,100,g
diet93064,Noodle soup,100,g
diet93064,Olives,100,g
diet93064,Orange,200,g
diet93064,Parsley,100,g
diet93064,Pear,100,g
diet93064,Pomegranate,100,g
diet93064,Ripe plantain,200,g
diet93064,Rum,200,g
diet93064,Spinach,200,g
diet93064,Sprouts,100,g
diet93064,Tomato soup,100,g
diet93064,Watercress,100,g
diet93064,White potato,100,g
diet93389,Beet greens,100,g
diet93389,Candy,100,g
diet93389,Cassaba melon,100,g
diet93389,Celery,100,g
diet93389,Cheese,200,g
diet93389,Cilantro,100,g
diet93389,Cress,100,g
diet93389,Cruller,100,g
diet93389,Currants,100,g
diet93389,Frosted rice,100,g
diet93389,Goulash,100,g
diet93389,Granola,100,g
diet93389,Ground meat,100,g
diet93389,Guava,100,g
diet93389,Honeydew melon,100,g
diet93389,Juneberry,100,g
diet93389,Lime,100,g
diet93389,Margarine,100,g
diet93389,Meat,100,g
diet93389,Mixed nuts,100,g
diet93389,Mueslix cereal,100,g
diet93389,Mushroom soup,100,g
diet93389,Pancake syrup,100,g
diet93389,Peach,100,g
diet93389,Pepper,100,g
diet93389,Pie,100,g
diet93389,Pie fried,100,g
diet93389,Raisin bran,100,g
diet93389,Salami,100,g
diet93389,Seaweed,200,g
diet93389,Sugar,200,g
diet93389,Sweet potato,100,g
diet93389,Table fat,100,g
diet93389,Tamarind,100,g
diet93389,Tangerine,100,g
diet93389,Vodka,100,g
diet93389,Watercress,100,g
diet95846,Avocado,100,g
diet95846,Bean soup,100,g
diet95846,Beets,100,g
diet95846,Berries,100,g
diet95846,Bologna,100,g
diet95846,Broccoflower,100,g
diet95846,Cassaba melon,100,g
diet95846,Cereal,100,g
diet95846,Chard,100,g
diet95846,Cocktail,100,g
diet95846,Collards,100,g
diet95846,Frozen dinner,100,g
diet95846,Granola,200,g
diet95846,Honeydew melon,200,g
diet95846,Ice cream,100,g
diet95846,Jicama,100,g
diet95846,Kiwi fruit,100,g
diet95846,Lo mein,200,g
diet95846,Margarine,100,g
diet95846,Meat sandwich,100,g
diet95846,Mixed nuts,100,g
diet95846,Onions mature,100,g
diet95846,Orange,100,g
diet95846,Pad Thai,100,g
diet95846,Passion fruit,200,g
diet95846,Peanuts,100,g
diet95846,Pepper banana,100,g
diet95846,Raw vegetable,100,g
diet95846,Rice soup,100,g
diet95846,Ripe plantain,100,g
diet95846,Stew,100,g
diet95846,Sweet potato,100,g
diet95846,Tangerine,100,g
diet95846,Tomato soup,100,g
diet95846,Venison/deer,100,g
diet95846,Wine table red,100,g
